Scheme Name	Net Asset Value
Motilal Oswal Nifty Midcap 100 ETF	65.7238
Motilal Oswal Nifty Midcap150 Momentum 50 ETF	64.6198
MOTILAL OSWAL NIFTY NEXT 50 ETF	68.6299
Motilal Oswal Nifty PSE ETF	99.0854
Motilal Oswal Nifty Realty ETF	90.4946
Motilal Oswal Nifty Services Sector ETF	34.0986
Motilal Oswal Nifty Smallcap 250 ETF	16.8344
Motilal Oswal Silver ETF	160.7939
CPSE ETF	92.1304
Nippon India BSE Sensex Next 30 ETF	40.2625
Nippon India ETF BSE Sensex	978.2738
Nippon India ETF BSE Sensex Next 50	91.6924
Nippon India ETF Hang Seng BeES	435.0182
Nippon India ETF Nifty 100	282.5563
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option	1000.0000
Nippon India ETF Nifty 5 yr Benchmark G-Sec	63.6209
Nippon India ETF Nifty 50 BeES	296.2700
Nippon India ETF Nifty 50 Shariah BeES	512.6887
Nippon India ETF Nifty 50 Value 20	153.9259
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt	29.2122
Nippon India ETF Nifty Bank BeES	616.6743
Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50	124.4652
Nippon India ETF Nifty Dividend Opportunities 50	81.9274
Nippon India ETF Nifty India Consumption	138.2482
Nippon India ETF Nifty Infrastructure BeES	999.3519
Nippon India ETF Nifty IT	41.1321
Nippon India ETF Nifty Midcap 150	231.0452
Nippon India ETF Nifty Next 50 Junior BeES	742.2937
Nippon India ETF Nifty PSU Bank BeES	94.6851
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight	134.7900
Nippon India Nifty 1D Rate Liquid ETF-Growth	1017.6604
Nippon India Nifty Auto ETF	283.3479
Nippon India Nifty India Manufacturing ETF	152.7415
Nippon India Nifty Pharma ETF	23.4212
Nippon India Silver ETF	155.3370
Quantum Nifty 50 ETF	2863.5152
SBI BSE 100 ETF	302.4101
SBI BSE PSU BANK ETF	49.4971
SBI BSE SENSEX ETF	948.4181
SBI BSE Sensex Next 50 ETF	938.7490
SBI Nifty 10 yr Benchmark G-Sec ETF	260.2559
SBI Nifty 1D Rate Liquid ETF - Growth	1015.9859
SBI NIFTY 1D Rate Liquid ETF - IDCW	1000.0000
SBI Nifty 200 Quality 30 ETF	231.0365
SBI Nifty 50 ETF	280.0286
SBI Nifty Bank ETF	611.7655
SBI Nifty Consumption ETF	128.0736
SBI Nifty IT ETF	410.7087
SBI Nifty Next 50 ETF	735.4847
SBI Nifty Private Bank ETF	293.1697
SBI Nifty50 Equal Weight ETF	33.5804
SBI Silver ETF	158.9901
Shriram Nifty 1D Rate Liquid ETF - Growth	1081.0831
Tata Nifty 50 Exchange Traded Fund	283.2066
Tata Nifty India Digital Exchange Traded Fund	97.7024
Tata Nifty Private Bank Exchange Traded Fund	297.1860
Tata Silver Exchange Traded Fund	15.7880
UTI - BSE Sensex Next 50 Exchange Traded Fund	93.6003
UTI Nifty Next 50 Exchange Traded Fund	74.0931
UTI BSE Sensex ETF	942.6864
UTI Nifty 10 yr Benchmark G-Sec ETF	26.2011
UTI Nifty 5 yr Benchmark G-Sec ETF	63.8524
UTI Nifty 50 ETF	288.3311
UTI Nifty Bank ETF	61.5937
UTI Nifty IT ETF	388.9838
UTI Nifty Midcap 150 Exchange Traded Fund	225.8844
UTI Silver Exchange Traded Fund	158.0659
Zerodha Nifty 100 ETF	11.1466
Zerodha Nifty 1D Rate Liquid ETF - Growth Option	111.5664
Zerodha Nifty 50 ETF	10.4216
Zerodha Nifty 8-13 Yr G-Sec ETF	29.7331
Zerodha Nifty Midcap 150 ETF	11.185
Zerodha Nifty Smallcap 100 ETF	10.0795
Zerodha Silver ETF	16.1099
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH	23.13
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH	20.67
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW	20.25
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW	18.11
Axis Children's Fund - Lock in - Direct Growth	30.4817
Axis Children's Fund - Lock in - Direct Plan - IDCW	30.4558
Axis Children's Fund - Lock in - Regular Growth	26.7389
Axis Children's Fund - Lock in - Regular Plan - IDCW	26.7535
Axis Children's Fund - No Lock in - Direct Growth	31.0646
Axis Children's Fund - No Lock in - Direct Plan - IDCW	30.5190
Axis Children's Fund - No Lock in - Regular Plan - Growth	26.7356
Axis Children's Fund - No Lock in - Regular Plan - IDCW	26.7312
Baroda BNP Paribas Children's Fund - Direct Plan - Growth Option	11.4554
Baroda BNP Paribas Children's Fund - Regular Plan - Growth Option	11.2494
Baroda BNP Paribas Children's Fund - Regular Plan - IDCW Option	11.2494
HDFC Childrens Fund - Direct Plan	332.861
HDFC Childrens Fund - Growth Plan	299.257
HDFC Childrens Fund Savings Plan-Direct Plan	45.8807
HDFC Childrens Fund-Savings	44.0722
ICICI Prudential Children's Fund - Direct Plan	367.96
ICICI Prudential Children's Fund - Regular Plan	333.82
LIC MF Children's Fund-Direct Plan-Growth	36.9615
LIC MF Children's Fund-Regular Plan-Growth	33.0605
SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth	49.1026
SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth	45.9609
SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH	121.2799
SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH	111.1122
Tata Childrens Fund -Regular Plan-Growth Option	61.6095
Tata Childrens Fund-Direct Plan-Growth Option	68.6783
Union Children's Fund - Direct Plan - Growth Option	13.13
Union Children's Fund - Direct Plan - IDCW Option	13.13
Union Children's Fund - Regular Plan - Growth Option	12.79
Union Children's Fund - Regular Plan - IDCW Option	11.13
UTI Children's Equity Fund - Direct Plan - Growth Option	96.4404
UTI Children's Equity Fund - Direct Plan - IDCW	96.607
UTI Children's Equity Fund - Regular Plan - Growth Option	86.4975
UTI Children's Equity Fund - Regular Plan - IDCW	86.5028
UTI Children's Hybrid Fund - Direct Plan	41.9986
UTI Children's Hybrid Fund - Regular Plan	41.0487
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW	18.69
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth	22.961
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW	16.868
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth	20.72
Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW	17.414
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth	21.397
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW	15.753
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth	19.356
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW	13.2611
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW	12.0912
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth	16.3013
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth	14.8629
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW	11.8291
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW	10.8627
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth	14.5447
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth	13.3547
Axis Retirement Fund - Aggressive Plan - Direct Growth	20.67
Axis Retirement Fund - Aggressive Plan - Direct Plan - IDCW	20.62
Axis Retirement Fund - Aggressive Plan - Regular Growth	18.88
Axis Retirement Fund - Aggressive Plan - Regular Plan - IDCW	18.88
Axis Retirement Fund - Conservative Plan - Direct Growth	17.8876
Axis Retirement Fund - Conservative Plan - Direct Plan - IDCW	17.6922
Axis Retirement Fund - Conservative Plan - Regular Growth	16.3054
Axis Retirement Fund - Conservative Plan - Regular Plan - IDCW	16.3044
Axis Retirement Fund - Dynamic Plan - Direct Growth	22.11
Axis Retirement Fund - Dynamic Plan - Direct Plan - IDCW	21.86
Axis Retirement Fund - Dynamic Plan - Regular Growth	20.11
Axis Retirement Fund - Dynamic Plan - Regular Plan - IDCW	20.10
Bandhan Retirement Fund - Direct Plan - Growth	13.400
Bandhan Retirement Fund - Direct Plan - IDCW	13.392
Bandhan Retirement Fund - Regular Plan - Growth	12.936
Bandhan Retirement Fund - Regular Plan - IDCW	12.936
Baroda BNP Paribas Retirement Fund - Direct plan - Growth option	11.9287
Baroda BNP Paribas Retirement Fund - Direct plan - IDCW option	11.9287
Baroda BNP Paribas Retirement Fund - Regular plan - Growth option	11.6172
Baroda BNP Paribas Retirement Fund - Regular plan - IDCW option	11.6172
Franklin India Retirement Fund - Direct - Growth	244.7276
Franklin India Retirement Fund - Direct - IDCW	20.2773
Franklin India Retirement Fund - Growth	222.6696
Franklin India Retirement Fund - IDCW	18.3139
HDFC Retirement Savings Fund - Equity Plan - Growth Option	52.063
HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan	59.182
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option	21.9647
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan	24.8758
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option	39.646
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan	45.182
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option	30.19
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option	30.20
ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option	27.20
ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option	27.19
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option	19.5465
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option	19.5462
ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option	17.8677
ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option	17.8676
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option	16.6474
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option	16.6473
ICICI Prudential Retirement Fund - Pure Debt - Growth Option	15.2869
ICICI Prudential Retirement Fund - Pure Debt - IDCW Option	15.2871
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option	37.93
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option	37.92
ICICI Prudential Retirement Fund - Pure Equity - Growth Option	34.25
ICICI Prudential Retirement Fund - Pure Equity - IDCW Option	34.25
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option	23.3125
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option	20.3978
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option	23.3125
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option	23.3125
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option	20.3950
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option	20.3950
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option	24.4746
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option	21.2012
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option	33.1051
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option	33.1051
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option	29.2861
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option	29.2861
PGIM India Retirement Fund - Direct Plan - Growth Option	12.41
PGIM India Retirement Fund - Direct Plan - IDCW Payout Option	12.41
PGIM India Retirement Fund - Regular Plan - Growth Option	12.08
PGIM India Retirement Fund - Regular Plan - IDCW Payout Option	12.08
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth	20.6063
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.6085
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth	19.4888
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.4883
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth	21.8573
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	21.8456
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth	20.5626
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.5631
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth	16.2108
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.2086
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth	15.7459
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.7476
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth	14.7700
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.7679
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth	14.4226
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.4225
Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option	37.7528
Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option	32.1052
Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option	78.4879
Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option	65.5733
Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option	66.2089
Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option	80.8288
Union Retirement Fund - Direct Plan - Growth Option	16.94
Union Retirement Fund - Direct Plan - IDCW Option	16.94
Union Retirement Fund - Regular Plan - Growth Option	16.18
Union Retirement Fund - Regular Plan - IDCW Option	16.18
UTI Retirement Fund - Regular Plan	50.8931
UTI Retirement Fund- Direct Plan	55.0381
Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment	10.0087785
Kotak Monthly Interval Plan Series 4-Direct Plan- Growth	0.0001
Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment	10.00871954
Kotak Monthly Interval Plan Series 4-Regular Plan- Growth	10.07183073
Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth	10.40029408
Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout	10.018167
Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth	10.39494886
Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout	10.0036
Kotak Quarterly Interval Plan Series13- Direct Plan- Growth	10.1855
Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout	10.0029
Kotak Quarterly Interval Plan Series13- Regular Plan- Growth	10.1862
Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth	28.0274
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option	13.0110
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option	12.9509
Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option	27.7082
Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option	37.1928
Nippon India Interval Fund V - Series 2 - Direct Plan - Dividend Payout Option	10.0000
Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option	10.8556
Nippon India Interval Fund V - Series 2 - Dividend Payout Option	10.0001
Nippon India Interval Fund V - Series 2 - Growth Option	10.8332
Nippon India Interval Fund V- Series 1- Direct Plan- Dividend Option	10.0000
Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option	10.8758
Nippon India Interval Fund V- Series 1- Dividend Option	10.0000
Nippon India Interval Fund V- Series 1- Growth Option	10.8539
Nippon India Interval Fund-Monthly Interval Fund-Series-I- Growth Option	32.9600
Nippon India Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option	10.0033
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option	10.0002
Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth	33.3559
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - IDCW Option	10.0112
Nippon India Interval Fund-Monthly Interval Fund-Series-II -Growth Option	32.7484
Nippon India Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option	10.0291
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option	10.0283
Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth	33.3280
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - IDCW Option	10.0282
Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option	10.0304
Nippon India Interval Fund-Quarterly Interval Fund Series-II-Growth Option	36.8377
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option	12.9622
Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth	37.4061
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - IDCW Option	12.9171
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - Direct Plan - IDCW Option	10.0212
Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth	34.1340
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - IDCW Option	12.2544
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - INSTITUTIONAL IDCW Option	12.2381
Nippon India Interval Fund-Quarterly Interval Fund-Series-I - Growth Option	33.5299
Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option	33.9193
Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option	17.9330
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - Direct Plan - IDCW Option	12.3867
Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth	20.9029
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option	12.3125
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option	10.9903
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option	10.0000
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option	18.4492
Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option	10.0000
Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option	18.3223
Reliance Interval Fund -IV -Series 2 - Direct Plan - Dividend Payout Option	12.9909
Reliance Interval Fund -IV -Series 2 - Direct Plan - Growth Option	12.9909
Reliance Interval Fund -IV -Series 2 - Dividend Payout Option	12.721
Reliance Interval Fund -IV -Series 2 - Growth Option	12.721
Reliance Interval Fund IV- Series 3- Direct Plan-Dividend Payout Option	12.6668
Reliance Interval Fund IV- Series 3- Direct Plan-Growth option	12.6668
Reliance Interval Fund IV- Series 3- Dividend Payout Option	12.4325
Reliance Interval Fund IV- Series 3- Growth option	12.4325
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth	28.94
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW	28.94
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth	27.95
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW	27.95
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth	34.64
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW	34.64
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth	33.31
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW	33.32
ICICI Prudential Long Term Wealth Enhancement Fund - Cumulative Option	30.66
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan Cumulative Option	32.02
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan IDCW Option	32.02
ICICI Prudential Long Term Wealth Enhancement Fund - IDCW Option	30.65
ICICI Prudential R.I.G.H.T. Fund Dividend	22.73
ICICI Prudential R.I.G.H.T. Fund Growth	39.09
Reliance Equity Linked Saving Fund - Series I - Dividend Plan	32.0820
Reliance Equity Linked Saving Fund - Series I - Growth Plan	32.0820
SBI Long Term Advantage Fund - Series III - Direct Plan - Growth	46.3073
SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	39.0270
SBI Long Term Advantage Fund - Series III - Regular Plan - Growth	43.3513
SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	36.7082
SBI Long Term Advantage Fund - Series IV - Direct Plan - Growth	51.4691
SBI Long Term Advantage Fund - Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	43.6728
SBI Long Term Advantage Fund - Series IV - Regular Plan - Growth	48.9514
SBI Long Term Advantage Fund - Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	41.4716
SBI Long Term Advantage Fund - Series V - Direct Plan - Growth	32.8168
SBI Long Term Advantage Fund - Series V - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	32.8180
SBI Long Term Advantage Fund - Series V - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	31.5225
SBI Long Term Advantage Fund Series V - Regular Plan - Growth	31.5357
SBI Long Term Advantage Fund - Series VI - Direct Plan - Growth	31.7824
SBI Long Term Advantage Fund - Series VI - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	31.7554
SBI Long Term Advantage Fund - Series VI - Regular Plan - Growth	30.5565
SBI Long Term Advantage Fund - Series VI - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	30.5629
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth	34.7152
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	30.4439
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth	33.6859
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	29.4727
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth	30.1073
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	28.6560
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth	29.4325
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	27.9840
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Growth	28.3849
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	27.4727
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Growth	27.0523
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	26.1443
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Growth	29.3187
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	27.9130
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Growth	28.4840
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	27.0843
Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Growth	31.7125
Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	25.1838
Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Growth	30.9664
Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	24.4751
Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Growth	30.0063
Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	28.5660
Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Growth	29.0469
Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	27.6130
Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Growth	34.7088
Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	31.8897
Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Growth	34.0078
Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	31.2076
Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Growth	39.2168
Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	30.2984
Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Growth	38.0071
Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	29.2063
UTI Long Term Advantage Fund Series III - Direct Plan - Growth Option	23.2926
UTI Long Term Advantage Fund Series III - Direct Plan - IDCW	21.1683
UTI Long Term Advantage Fund Series III - Regular Plan - Growth Option	22.0771
UTI Long Term Advantage Fund Series III - Regular Plan - IDCW	19.9881
UTI Long Term Advantage Fund Series IV - Direct Plan - Growth Option	16.4953
UTI Long Term Advantage Fund Series IV - Direct Plan - IDCW	16.4953
UTI Long Term Advantage Fund Series IV - Regular Plan - Growth Option	15.7183
UTI Long Term Advantage Fund Series IV - Regular Plan - IDCW	15.7183
UTI Long Term Advantage Fund Series V - Direct Plan - Growth Option	15.4735
UTI Long Term Advantage Fund Series V - Direct Plan - IDCW	15.4735
UTI Long Term Advantage Fund Series V - Regular Plan - Growth Option	14.7433
UTI Long Term Advantage Fund Series V - Regular Plan - IDCW	14.7433
UTI Long Term Advantage Fund Series VI - Direct Plan - Growth Option	12.7086
UTI Long Term Advantage Fund Series VI - Direct Plan - IDCW	12.708
UTI Long Term Advantage Fund Series VI - Regular Plan - Growth Option	12.2198
UTI Long Term Advantage Fund Series VI - Regular Plan - IDCW	12.2199
UTI - Master Equity Plan Unit Scheme	237.8038
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option	13.298
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option - Direct Plan	13.895
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option	10.000
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option - Direct Plan	10.000
HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option	14.316
HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option - Direct Plan	14.837
HDFC Equity Opp Fund - II - 1126D May 2017 (1) - IDCW Option	10
